t,A,B,C,D
TOTAL,-11926.828684210528,0.0,0.0,124.37423582230136
0,0.0,-0.0,-0.0,2.1947268243669815
1,0.0,-0.0,-0.0,2.1947268243669815
2,0.0,-0.0,-0.0,2.1947268243669815
3,0.0,-0.0,-0.0,2.1947268243669815
4,4668.421052631578,-0.0,-0.0,2.1947268243669815
5,0.0,-0.0,-0.0,5.521682203456067
6,0.0,-0.0,-0.0,5.521682203456067
7,0.0,-0.0,-0.0,5.521682203456067
8,-2962.0049999999997,-0.0,-0.0,9.58054585931443
9,-2948.4675,-0.0,-0.0,15.595668270990886
10,-2978.25,-0.0,-0.0,9.437357906103633
11,0.0,-0.0,-0.0,0.0
12,0.0,-0.0,-0.0,0.0
13,0.0,-0.0,-0.0,0.0
14,0.0,-0.0,-0.0,0.0
15,0.0,-0.0,-0.0,0.0
16,0.0,-0.0,-0.0,0.0
17,0.0,-0.0,-0.0,0.0
18,0.0,-0.0,-0.0,0.0
19,0.0,-0.0,-0.0,0.0
20,0.0,-0.0,-0.0,0.0
21,0.0,-0.0,-0.0,0.0
22,0.0,-0.0,-0.0,0.0
23,0.0,-0.0,-0.0,0.0
24,0.0,-0.0,-0.0,0.0
25,0.0,-0.0,-0.0,0.0
26,0.0,-0.0,-0.0,0.0
27,0.0,-0.0,-0.0,0.0
28,0.0,-0.0,-0.0,0.0
29,0.0,-0.0,-0.0,0.0
30,0.0,-0.0,-0.0,0.0
31,9.473684210526317,-0.0,-0.0,0.0
32,0.0,-0.0,-0.0,5.521682203456067
33,0.0,-0.0,-0.0,5.521682203456067
34,0.0,-0.0,-0.0,5.521682203456067
35,0.0,-0.0,-0.0,5.521682203456067
36,0.0,-0.0,-0.0,5.521682203456067
37,-4028.76,-0.0,-0.0,9.58054585931443
38,-4028.76,-0.0,-0.0,15.595668270990886
39,-3831.1125,-0.0,-0.0,9.437357906103633
40,0.0,-0.0,-0.0,0.0
41,0.0,-0.0,-0.0,0.0
42,0.0,-0.0,-0.0,0.0
43,0.0,-0.0,-0.0,0.0
44,0.0,-0.0,-0.0,0.0
45,0.0,-0.0,-0.0,0.0
46,0.0,-0.0,-0.0,0.0
47,4172.631578947368,-0.0,-0.0,0.0
