--- y2[i][j][t] nonzero ---
y2[1][1][30] = 0.06213749
y2[1][1][31] = 0.06213749
y2[1][1][42] = 0.02827938
y2[1][1][43] = 0.02827938
y2[1][1][47] = 0.02827938
y2[2][1][25] = 0.10000000
y2[2][1][26] = 0.10000000
y2[2][1][27] = 0.10000000
y2[2][1][28] = 0.10000000
y2[2][1][29] = 0.10000000
y2[2][1][44] = 0.02827938
y2[2][1][45] = 0.02827938
y2[2][1][46] = 0.02827938
y2[2][2][25] = 0.03653295
y2[2][2][26] = 0.03653295
y2[2][2][27] = 0.03653295
y2[2][2][28] = 0.03653295
y2[2][2][29] = 0.03653295
y2[3][1][22] = 0.10000000
y2[3][1][23] = 0.10000000
y2[3][1][24] = 0.10000000
y2[3][2][22] = 0.10000000
y2[3][2][23] = 0.10000000
y2[3][2][24] = 0.03653295
y2[3][3][22] = 0.10000000
y2[3][3][23] = 0.10000000
y2[4][1][20] = 0.10000000
y2[4][1][21] = 0.10000000
y2[4][1][39] = 0.10000000
y2[4][2][20] = 0.10000000
y2[4][2][21] = 0.10000000
y2[4][2][39] = 0.10000000
y2[4][3][20] = 0.10000000
y2[4][3][21] = 0.10000000
y2[4][3][39] = 0.09113764
y2[5][1][11] = 0.03371312
y2[5][1][18] = 0.10000000
y2[5][1][19] = 0.10000000
y2[5][2][18] = 0.10000000
y2[5][2][19] = 0.10000000
y2[5][3][18] = 0.10000000
y2[5][3][19] = 0.10000000
y2[7][1][9] = 0.03371312
y2[7][1][10] = 0.10000000
y2[7][1][38] = 0.10000000
y2[7][2][10] = 0.10000000
y2[7][2][38] = 0.10000000
y2[7][3][10] = 0.04813812
y2[7][3][38] = 0.10000000
y2[10][1][6] = 0.03371312
y2[10][1][7] = 0.03371312
y2[10][1][8] = 0.10000000
y2[10][1][32] = 0.06213749
y2[10][1][33] = 0.06213749
y2[10][1][34] = 0.06213749
y2[10][1][35] = 0.06213749
y2[10][1][37] = 0.10000000
y2[10][2][8] = 0.10000000
y2[10][2][37] = 0.10000000
y2[10][3][8] = 0.09038333
y2[10][3][37] = 0.10000000
